claim_id,policy_id,date_of_claim,claim_amount,claim_status,LastUpdatedTimeStamp
10363,853,2022-08-12 14:33:00,42585.47,In Progress,2022-08-12 14:33:00
10364,433,2022-09-05 04:20:00,141162.41,Completed,2022-09-05 04:20:00
10365,214,2022-09-05 09:53:00,19138.32,Completed,2022-09-05 09:53:00
10366,826,2023-04-16 04:40:00,70251.01,Completed,2023-04-16 04:40:00
10367,264,2022-11-14 10:00:00,52428.77,In Progress,2022-11-14 10:00:00
10368,8,2022-06-12 07:00:00,104074.03,Completed,2022-06-12 07:00:00
10369,509,2022-04-11 00:00:00,50751.91,Completed,2022-04-11 00:00:00
10370,890,2022-05-06 06:20:00,7020.58,In Progress,2022-05-06 06:20:00
10371,599,2022-04-08 13:33:00,65936.96,In Progress,2022-04-08 13:33:00
10372,166,2022-07-30 19:40:00,188398.03,Completed,2022-07-30 19:40:00
10373,617,2022-05-15 07:33:20,55034.21,Completed,2022-05-15 07:33:20
10374,385,2022-11-08 06:40:00,199705.66,In Progress,2022-11-08 06:40:00
10375,222,2023-03-04 19:26:00,137244.35,Completed,2023-03-04 19:26:00
10376,831,2022-06-30 09:06:40,66927.27,Completed,2022-06-30 09:06:40
10377,960,2022-04-21 08:33:20,22429.68,In Progress,2022-04-21 08:33:20
10378,332,2023-03-17 10:46:40,134613.6,In Progress,2023-03-17 10:46:40
10379,101,2023-02-01 00:40:00,4109.39,In Progress,2023-02-01 00:40:00
10380,396,2022-11-08 17:46:00,73481.25,Completed,2022-11-08 17:46:00
10381,381,2022-07-13 13:46:40,87605.48,In Progress,2022-07-13 13:46:40
10382,,,0,,
10383,431,2022-10-27 17:00:00,98571.55,In Progress,2022-10-27 17:00:00
10384,358,2022-05-30 17:00:00,98950.02,In Progress,2022-05-30 17:00:00
10385,262,2022-12-19 08:53:20,25033.49,Denied,2022-12-19 08:53:20
10386,747,2023-03-28 16:13:20,54887.33,Completed,2023-03-28 16:13:20
10387,344,2023-02-14 18:40:00,67267.01,Completed,2023-02-14 18:40:00
10388,586,2022-08-07 22:40:00,83360.57,In Progress,2022-08-07 22:40:00
10389,277,2022-01-06 19:00:00,167785.46,Completed,2022-01-06 19:00:00
10390,491,2022-05-14 20:26:40,90666.59,Denied,2022-05-14 20:26:40
10391,353,2022-05-10 17:13:00,66177.66,Completed,2022-05-10 17:13:00
10392,722,2022-06-30 17:26:40,106066.48,In Progress,2022-06-30 17:26:40
10393,954,2022-06-23 18:46:40,63096.71,In Progress,2022-06-23 18:46:40
10394,803,2023-03-18 11:46:40,69601.53,Completed,2023-03-18 11:46:40
10395,400,2022-10-14 04:00:00,34183.95,Completed,2022-10-14 04:00:00
10396,52,2022-03-08 20:53:00,38126.57,In Progress,2022-03-08 20:53:00
10397,900,2022-07-30 08:33:20,79044.51,In Progress,2022-07-30 08:33:20
10398,620,2023-06-02 07:53:00,46112.74,In Progress,2023-06-02 07:53:00
10399,332,2022-06-19 20:20:00,116294.14,Completed,2022-06-19 20:20:00
10400,387,2023-02-27 20:33:20,149683,Completed,2023-02-27 20:33:20
10401,731,2022-08-17 04:20:00,11493.32,Denied,2022-08-17 04:20:00
10402,328,2023-02-19 04:13:20,165691.32,In Progress,2023-02-19 04:13:20
10403,87,2022-07-09 22:33:00,21592.96,Completed,2022-07-09 22:33:00
10404,,,0,,
10405,971,2022-05-18 10:33:20,8225.72,Completed,2022-05-18 10:33:20
10406,152,2022-10-11 00:26:00,27419.75,Completed,2022-10-11 00:26:00
10407,681,2022-05-19 03:13:20,33023.82,In Progress,2022-05-19 03:13:20
10408,,,0,,
10409,305,2022-02-08 17:06:00,52063.3,Completed,2022-02-08 17:06:00
10410,295,2022-11-13 22:53:20,9817.5,Completed,2022-11-13 22:53:20
10411,55,2022-07-30 03:00:00,49956.3,In Progress,2022-07-30 03:00:00
10412,,,0,,
10413,666,2023-01-03 19:46:00,175914.22,In Progress,2023-01-03 19:46:00
10414,598,2023-01-03 14:13:00,87533.82,Completed,2023-01-03 14:13:00
10415,703,2022-08-23 10:20:00,116702.77,In Progress,2022-08-23 10:20:00
10416,829,2022-07-12 19:06:00,165320.24,Pending,2022-07-12 19:06:00
10417,139,2022-09-24 09:00:00,66437.74,Completed,2022-09-24 09:00:00
10418,934,2023-03-16 15:20:00,126086.45,Pending,2023-03-16 15:20:00
10419,656,2023-03-02 02:06:00,154956.71,In Progress,2023-03-02 02:06:00
10420,174,2022-08-30 00:40:00,52342.22,Completed,2022-08-30 00:40:00
10421,729,2022-06-12 01:26:00,129676.16,Completed,2022-06-12 01:26:00
10422,504,2022-09-21 11:33:20,188636.15,In Progress,2022-09-21 11:33:20
10423,971,2023-01-27 03:26:40,186037.48,Completed,2023-01-27 03:26:40
10424,411,2023-10-04 01:26:00,93621.2,In Progress,2023-10-04 01:26:00
10425,360,2023-04-01 16:33:00,48682.6,In Progress,2023-04-01 16:33:00
10426,844,2022-03-06 09:53:00,57255.89,Denied,2022-03-06 09:53:00
10427,358,2022-09-30 15:00:00,110209.48,Completed,2022-09-30 15:00:00
10428,401,2022-05-12 17:06:00,182912.2,In Progress,2022-05-12 17:06:00
10429,831,2022-06-05 09:40:00,129351.85,Completed,2022-06-05 09:40:00
10430,42,2022-08-31 15:33:20,119400.01,In Progress,2022-08-31 15:33:20
10431,88,2023-01-04 20:13:00,158876.33,Completed,2023-01-04 20:13:00
10432,461,2022-04-11 22:13:00,62228.93,In Progress,2022-04-11 22:13:00
10433,685,2022-02-11 23:00:00,148866.98,Completed,2022-02-11 23:00:00
10434,134,2022-07-27 05:33:20,141357.37,Completed,2022-07-27 05:33:20
10435,882,2023-09-01 04:53:00,99026.96,In Progress,2023-09-01 04:53:00
10436,787,2023-06-01 10:13:00,85473.32,In Progress,2023-06-01 10:13:00
10437,995,2022-09-13 11:53:20,99161.17,In Progress,2022-09-13 11:53:20
10438,983,2023-01-17 10:06:40,64306.23,Completed,2023-01-17 10:06:40
10439,822,2022-11-18 22:20:00,119312.72,In Progress,2022-11-18 22:20:00
10440,287,2023-05-02 12:26:00,145472.89,In Progress,2023-05-02 12:26:00
10441,923,2023-01-24 06:00:00,126646.47,Completed,2023-01-24 06:00:00
10442,666,2023-08-04 02:13:00,55342.31,Completed,2023-08-04 02:13:00
10443,379,2022-08-12 20:06:00,51995.25,Completed,2022-08-12 20:06:00
10444,974,2022-10-25 12:13:20,17694.7,In Progress,2022-10-25 12:13:20
10445,54,2023-01-19 23:13:20,37497.03,Completed,2023-01-19 23:13:20
10446,125,2022-08-24 11:20:00,99105.78,In Progress,2022-08-24 11:20:00
10447,387,2022-04-18 16:40:00,28304.02,Completed,2022-04-18 16:40:00
10448,580,2022-11-24 08:53:20,180736.39,Completed,2022-11-24 08:53:20
10449,775,2022-09-10 01:46:00,45820.24,Completed,2022-09-10 01:46:00
10450,,,0,,
10451,72,2022-05-18 13:20:00,134834.81,Denied,2022-05-18 13:20:00
10452,,,0,,
10453,874,2022-10-25 20:33:20,180534.13,Completed,2022-10-25 20:33:20
10454,518,2022-12-28 01:13:20,24817.65,In Progress,2022-12-28 01:13:20
10455,705,2022-05-08 03:26:00,130781.24,In Progress,2022-05-08 03:26:00
10456,261,2022-05-25 20:20:00,94940.88,In Progress,2022-05-25 20:20:00
10457,41,2022-12-06 16:06:00,180967.39,In Progress,2022-12-06 16:06:00
10458,723,2022-05-11 14:53:00,86891.75,In Progress,2022-05-11 14:53:00
10459,226,2022-05-21 21:53:20,168770.57,Completed,2022-05-21 21:53:20
10460,494,2022-04-10 10:40:00,131895.66,Denied,2022-04-10 10:40:00
10461,210,2022-09-25 12:46:40,125417.93,In Progress,2022-09-25 12:46:40
10462,935,2022-09-18 19:40:00,94542.45,Completed,2022-09-18 19:40:00
10463,803,2023-05-03 12:40:00,33480.91,In Progress,2023-05-03 12:40:00
10464,493,2023-06-04 05:46:00,189690.11,In Progress,2023-06-04 05:46:00
10465,268,2022-09-30 20:33:20,137281.51,In Progress,2022-09-30 20:33:20
10466,978,2022-02-05 14:00:00,145849.22,In Progress,2022-02-05 14:00:00
10467,940,2022-10-10 05:33:00,151487.36,Completed,2022-10-10 05:33:00
10468,127,2023-08-01 17:46:00,13118.98,Completed,2023-08-01 17:46:00
10469,516,2022-06-29 08:06:40,3688.57,In Progress,2022-06-29 08:06:40
10470,878,2022-07-10 13:40:00,147805.28,In Progress,2022-07-10 13:40:00
10471,876,2023-01-14 09:53:20,97120.86,In Progress,2023-01-14 09:53:20
10472,172,2022-08-20 21:13:20,48669.87,In Progress,2022-08-20 21:13:20
10473,861,2022-08-30 06:13:20,108235.34,Completed,2022-08-30 06:13:20
10474,234,2022-11-05 23:00:00,38345.65,Completed,2022-11-05 23:00:00
10475,530,2023-03-13 04:00:00,47735.34,Completed,2023-03-13 04:00:00
10476,291,2022-09-09 13:26:00,164119.51,In Progress,2022-09-09 13:26:00
10477,,,0,,
10478,529,2022-12-28 15:06:40,47569.71,In Progress,2022-12-28 15:06:40
10479,423,2022-06-22 01:06:40,12298.69,Completed,2022-06-22 01:06:40
10480,,,0,,
10481,402,2022-04-24 00:26:40,103112.47,In Progress,2022-04-24 00:26:40
10482,930,2022-05-15 04:46:40,160849.07,Denied,2022-05-15 04:46:40
10483,339,2022-11-16 06:26:40,6363.5,Completed,2022-11-16 06:26:40
10484,291,2022-12-14 17:46:40,174513.97,Completed,2022-12-14 17:46:40
10485,929,2023-01-24 14:20:00,6490.81,Completed,2023-01-24 14:20:00
10486,979,2022-10-09 22:46:00,184742.38,In Progress,2022-10-09 22:46:00
10487,595,2022-05-27 22:20:00,34213.85,In Progress,2022-05-27 22:20:00
10488,767,2022-10-31 18:13:20,76084.28,Completed,2022-10-31 18:13:20
10489,561,2022-09-18 05:46:40,35919.52,In Progress,2022-09-18 05:46:40
10490,278,2022-10-30 20:00:00,2668.11,In Progress,2022-10-30 20:00:00
10491,55,2023-10-01 03:06:00,111165.6,Completed,2023-10-01 03:06:00
10492,226,2022-05-20 01:26:40,115043.98,In Progress,2022-05-20 01:26:40
10493,979,2022-04-12 02:13:00,119750.67,Completed,2022-04-12 02:13:00
10494,102,2022-01-09 11:00:00,160319.81,In Progress,2022-01-09 11:00:00
10495,841,2022-12-18 07:53:20,87114.29,In Progress,2022-12-18 07:53:20
10496,508,2022-12-15 18:46:40,196584.21,In Progress,2022-12-15 18:46:40
10497,573,2023-01-26 05:13:20,94601.53,Completed,2023-01-26 05:13:20
10498,,,0,,
10499,537,2022-08-14 09:40:00,160303.7,In Progress,2022-08-14 09:40:00
10500,698,2023-06-04 19:40:00,15108.14,In Progress,2023-06-04 19:40:00
10501,577,2023-01-25 01:26:40,78863.03,In Progress,2023-01-25 01:26:40
10502,817,2022-07-25 20:13:20,162030.11,Completed,2022-07-25 20:13:20
10503,799,2022-07-22 08:53:20,92403.23,In Progress,2022-07-22 08:53:20
10504,25,2023-03-24 06:40:00,152466.8,In Progress,2023-03-24 06:40:00
10505,929,2022-07-16 16:46:40,19761.69,In Progress,2022-07-16 16:46:40
10506,643,2022-03-12 09:33:00,51549.26,In Progress,2022-03-12 09:33:00
10507,178,2022-11-19 09:26:40,191837.24,In Progress,2022-11-19 09:26:40
10508,718,2022-09-06 10:20:00,79737.58,Completed,2022-09-06 10:20:00
10509,880,2022-05-16 16:53:20,74503.72,In Progress,2022-05-16 16:53:20
10510,564,2023-03-22 10:13:20,104287.15,Denied,2023-03-22 10:13:20
10511,545,2022-11-09 01:33:00,50993.09,Completed,2022-11-09 01:33:00
10512,433,2022-08-27 22:40:00,113452.42,In Progress,2022-08-27 22:40:00
10513,,,0,,
10514,626,2023-01-18 13:53:20,83491.7,Denied,2023-01-18 13:53:20
10515,33,2022-06-27 14:26:40,196585.91,In Progress,2022-06-27 14:26:40
10516,320,2022-11-16 23:06:40,55814.94,Completed,2022-11-16 23:06:40
10517,333,2022-11-18 00:06:40,87015.43,In Progress,2022-11-18 00:06:40
10518,811,2023-03-01 15:33:00,33474.79,Completed,2023-03-01 15:33:00
10519,744,2022-10-30 14:26:40,140562.4,In Progress,2022-10-30 14:26:40
10520,934,2022-07-18 16:00:00,194240.61,Completed,2022-07-18 16:00:00
10521,25,2023-03-27 06:53:20,124263.76,Denied,2023-03-27 06:53:20
10522,406,2022-11-24 03:20:00,106150.4,In Progress,2022-11-24 03:20:00
10523,665,2022-06-28 04:20:00,18913.02,In Progress,2022-06-28 04:20:00
10524,7,2023-01-30 14:46:40,73765.9,In Progress,2023-01-30 14:46:40
10525,462,2022-08-12 09:00:00,9554.16,In Progress,2022-08-12 09:00:00
10526,203,2022-01-12 07:33:00,196632.08,In Progress,2022-01-12 07:33:00
10527,663,2023-01-22 06:46:40,139846.41,Completed,2023-01-22 06:46:40
10528,449,2023-01-20 13:06:40,172984.89,In Progress,2023-01-20 13:06:40
10529,744,2023-01-21 03:00:00,85925.95,In Progress,2023-01-21 03:00:00
10530,749,2022-03-07 12:06:00,159047.4,Pending,2022-03-07 12:06:00
10531,,,0,,
10532,886,2022-08-30 20:06:40,124183.72,Completed,2022-08-30 20:06:40
10533,277,2023-04-02 14:13:00,184899.8,In Progress,2023-04-02 14:13:00
10534,154,2022-07-23 15:26:40,83072.85,Denied,2022-07-23 15:26:40
10535,256,2023-03-14 05:00:00,70245,Completed,2023-03-14 05:00:00
10536,820,2022-05-14 01:00:00,67519.73,Denied,2022-05-14 01:00:00
10537,180,2023-08-03 15:40:00,59432.54,Completed,2023-08-03 15:40:00
10538,635,2023-01-18 16:40:00,171817.13,Completed,2023-01-18 16:40:00
10539,529,2023-02-20 16:20:00,85264.97,In Progress,2023-02-20 16:20:00
10540,562,2022-11-29 11:06:40,13720.45,Denied,2022-11-29 11:06:40
10541,565,2022-12-25 09:20:00,125471.85,In Progress,2022-12-25 09:20:00
10542,802,2022-07-14 20:20:00,115772.45,Completed,2022-07-14 20:20:00
10543,998,2022-09-19 06:46:40,87677.42,Denied,2022-09-19 06:46:40
10544,319,2022-08-31 12:46:40,84491.03,In Progress,2022-08-31 12:46:40
10545,110,2022-10-06 05:46:00,8517.29,Denied,2022-10-06 05:46:00
10546,795,2023-01-16 09:06:40,17121.83,In Progress,2023-01-16 09:06:40
10547,928,2022-10-24 00:06:40,31621.09,In Progress,2022-10-24 00:06:40
10548,388,2023-01-24 14:20:00,185276.96,In Progress,2023-01-24 14:20:00
10549,526,2022-07-08 02:40:00,134502,In Progress,2022-07-08 02:40:00
10550,386,2022-04-05 13:13:00,41414.99,In Progress,2022-04-05 13:13:00
10551,935,2022-07-14 20:20:00,20759.51,In Progress,2022-07-14 20:20:00
10552,641,2022-12-28 04:00:00,126355.58,In Progress,2022-12-28 04:00:00
10553,290,2022-09-19 06:46:40,93269.56,In Progress,2022-09-19 06:46:40
10554,553,2022-10-15 21:40:00,186039.8,Completed,2022-10-15 21:40:00
10555,845,2022-01-08 02:13:00,111569.26,In Progress,2022-01-08 02:13:00
10556,469,2022-09-27 09:13:20,37618.95,Completed,2022-09-27 09:13:20
10557,794,2023-08-04 10:33:00,153930.67,Pending,2023-08-04 10:33:00
10558,788,2022-12-20 09:53:20,44012.52,Completed,2022-12-20 09:53:20
10559,,,0,,
10560,511,2023-01-28 15:33:20,101238.06,Completed,2023-01-28 15:33:20
10561,338,2023-01-03 17:00:00,76971.9,In Progress,2023-01-03 17:00:00
10562,251,2022-06-23 07:40:00,8698.22,In Progress,2022-06-23 07:40:00
10563,742,2023-02-13 06:33:20,132491.13,In Progress,2023-02-13 06:33:20
10564,156,2023-07-04 12:20:00,58705.48,Completed,2023-07-04 12:20:00
10565,571,2023-01-14 04:20:00,8797.93,In Progress,2023-01-14 04:20:00
10566,678,2023-07-02 03:20:00,155574.84,Completed,2023-07-02 03:20:00
10567,412,2023-11-02 18:26:00,95350.28,Completed,2023-11-02 18:26:00
10568,,,0,,
10569,564,2023-03-29 08:53:20,159021.56,In Progress,2023-03-29 08:53:20
10570,883,2023-04-04 01:00:00,91155.35,In Progress,2023-04-04 01:00:00
10571,15,2022-04-21 11:20:00,20285.04,In Progress,2022-04-21 11:20:00
10572,448,2023-06-04 16:53:00,5172.45,In Progress,2023-06-04 16:53:00
10573,707,2023-02-28 16:00:00,149224.47,In Progress,2023-02-28 16:00:00
10574,320,2022-12-27 14:06:40,160827.03,Completed,2022-12-27 14:06:40
10575,226,2022-12-19 00:33:20,143981.7,Completed,2022-12-19 00:33:20
10576,244,2022-05-25 00:53:20,36713.45,Completed,2022-05-25 00:53:20
10577,408,2022-04-26 05:13:20,95926.07,Denied,2022-04-26 05:13:20
10578,958,2023-02-02 03:53:00,140669.25,Completed,2023-02-02 03:53:00
10579,780,2023-01-19 03:46:40,118030.35,In Progress,2023-01-19 03:46:40
10580,490,2022-12-05 12:53:00,166269.88,In Progress,2022-12-05 12:53:00
10581,133,2023-06-04 19:40:00,55675.73,Completed,2023-06-04 19:40:00
10582,922,2022-06-12 23:40:00,59007.4,Denied,2022-06-12 23:40:00
10583,445,2022-12-11 13:33:00,12581.09,In Progress,2022-12-11 13:33:00
10584,159,2022-07-19 05:53:20,6043.58,Pending,2022-07-19 05:53:20
10585,42,2022-07-12 05:13:00,155377.73,In Progress,2022-07-12 05:13:00
10586,232,2023-08-03 21:13:00,172847.26,Completed,2023-08-03 21:13:00
10587,187,2022-07-20 18:00:00,39238.54,In Progress,2022-07-20 18:00:00
10588,239,2022-04-06 10:53:00,102941.69,In Progress,2022-04-06 10:53:00
10589,308,2022-06-22 15:00:00,12821.5,Completed,2022-06-22 15:00:00
10590,518,2022-06-17 15:33:20,136983.28,Completed,2022-06-17 15:33:20
10591,196,2022-12-11 10:46:00,68311.93,Completed,2022-12-11 10:46:00
10592,175,2022-11-21 14:13:20,192807.91,In Progress,2022-11-21 14:13:20
10593,507,2022-11-13 03:26:40,190979.13,Completed,2022-11-13 03:26:40
10594,813,2022-10-22 00:53:20,98815.81,Completed,2022-10-22 00:53:20
10595,945,2022-12-19 22:46:40,54238.75,In Progress,2022-12-19 22:46:40
10596,264,2022-10-16 14:20:00,88239.88,In Progress,2022-10-16 14:20:00
10597,805,2023-02-04 01:46:00,7735.13,In Progress,2023-02-04 01:46:00
10598,70,2023-02-03 04:06:00,55211.7,Completed,2023-02-03 04:06:00
10599,12,2022-09-26 08:13:20,185767.86,Completed,2022-09-26 08:13:20
10600,987,2022-05-11 06:33:00,38682.76,In Progress,2022-05-11 06:33:00
10601,87,2022-01-11 19:13:00,31882.37,In Progress,2022-01-11 19:13:00
10602,852,2022-02-08 11:33:00,177570.69,Completed,2022-02-08 11:33:00
10603,786,2022-05-29 04:53:20,89456.8,Completed,2022-05-29 04:53:20
10604,132,2022-11-17 18:33:20,58834.75,Completed,2022-11-17 18:33:20
10605,249,2022-10-10 22:13:00,139389.86,In Progress,2022-10-10 22:13:00
10606,484,2022-04-25 15:20:00,147609.41,Denied,2022-04-25 15:20:00
10607,757,2022-04-12 21:40:00,4037.14,In Progress,2022-04-12 21:40:00
10608,767,2023-10-02 03:33:00,34618.39,Completed,2023-10-02 03:33:00
10609,320,2022-06-20 10:13:20,66983.6,Completed,2022-06-20 10:13:20
10610,158,2022-03-05 09:26:00,5866.68,In Progress,2022-03-05 09:26:00
10611,524,2022-10-12 11:00:00,100424.43,In Progress,2022-10-12 11:00:00
10612,248,2022-10-29 19:00:00,184755.09,Completed,2022-10-29 19:00:00
10613,376,2022-04-21 14:06:40,132207.98,Denied,2022-04-21 14:06:40
10614,,,0,,
10615,51,2022-07-09 00:20:00,185290,Completed,2022-07-09 00:20:00
10616,392,2022-04-05 13:13:00,11568.84,Completed,2022-04-05 13:13:00
10617,624,2022-04-22 20:40:00,100091.75,Completed,2022-04-22 20:40:00
10618,378,2022-08-17 15:26:40,180147.78,Completed,2022-08-17 15:26:40
10619,210,2022-08-27 06:00:00,173719.85,In Progress,2022-08-27 06:00:00
10620,620,2022-05-26 18:33:20,23780.97,Completed,2022-05-26 18:33:20
10621,111,2022-05-23 15:33:20,121195.63,Completed,2022-05-23 15:33:20
10622,138,2023-03-04 02:46:00,113276.2,Denied,2023-03-04 02:46:00
10623,345,2023-05-04 10:20:00,89990.62,In Progress,2023-05-04 10:20:00
10624,611,2022-08-20 12:53:20,68170.79,Completed,2022-08-20 12:53:20
10625,80,2022-10-18 16:20:00,27281.34,Completed,2022-10-18 16:20:00
10626,825,2023-01-03 00:20:00,3946.19,In Progress,2023-01-03 00:20:00
10627,93,2022-07-23 09:53:20,59879.79,In Progress,2022-07-23 09:53:20
10628,774,2022-07-27 13:53:20,6946.97,In Progress,2022-07-27 13:53:20
10629,633,2022-04-27 00:40:00,52562.47,In Progress,2022-04-27 00:40:00
10630,459,2022-07-17 17:46:40,197867.87,In Progress,2022-07-17 17:46:40
10631,44,2022-06-27 22:46:40,78218.24,Completed,2022-06-27 22:46:40
10632,388,2023-01-17 10:06:40,127264.84,In Progress,2023-01-17 10:06:40
10633,132,2023-03-22 10:13:20,118727.79,In Progress,2023-03-22 10:13:20
10634,213,2023-02-04 18:26:00,112387.6,Completed,2023-02-04 18:26:00
10635,985,2023-11-04 05:13:00,113755.58,Completed,2023-11-04 05:13:00
10636,472,2022-09-16 03:46:40,48595.66,In Progress,2022-09-16 03:46:40
10637,252,2022-08-14 23:33:20,149627.47,In Progress,2022-08-14 23:33:20
10638,946,2023-03-15 22:40:00,57688.92,In Progress,2023-03-15 22:40:00
10639,860,2022-10-16 19:53:20,43970.71,Completed,2022-10-16 19:53:20
10640,157,2023-11-04 05:13:00,178073.19,Completed,2023-11-04 05:13:00
10641,194,2022-10-17 15:20:00,73451.03,Completed,2022-10-17 15:20:00
10642,954,2023-10-04 01:26:00,13149.97,In Progress,2023-10-04 01:26:00
10643,416,2023-09-04 14:20:00,18351.8,Completed,2023-09-04 14:20:00
10644,560,2022-05-26 13:00:00,37381.48,Completed,2022-05-26 13:00:00
10645,294,2023-02-13 06:33:20,35893.63,Completed,2023-02-13 06:33:20
10646,572,2022-10-17 01:26:40,139726.14,Completed,2022-10-17 01:26:40
10647,698,2023-03-24 23:20:00,47413.64,Completed,2023-03-24 23:20:00
10648,741,2022-10-14 23:26:40,180834.8,Completed,2022-10-14 23:26:40
10649,,,0,,
10650,739,2022-08-13 08:40:00,47201.5,Completed,2022-08-13 08:40:00
10651,37,2023-03-19 04:26:40,13128.87,In Progress,2023-03-19 04:26:40
10652,647,2022-11-30 23:13:20,70433.62,Completed,2022-11-30 23:13:20
10653,357,2022-12-12 10:13:00,180131.25,Completed,2022-12-12 10:13:00
10654,642,2023-03-21 20:20:00,185599.06,In Progress,2023-03-21 20:20:00
10655,931,2022-06-05 15:13:00,17293.66,Completed,2022-06-05 15:13:00
10656,948,2022-05-06 23:00:00,175399.65,Completed,2022-05-06 23:00:00
10657,414,2022-07-13 11:00:00,134435.21,In Progress,2022-07-13 11:00:00
10658,751,2023-01-28 04:26:40,28273.45,In Progress,2023-01-28 04:26:40
10659,573,2022-06-24 03:06:40,35809.58,In Progress,2022-06-24 03:06:40
10660,304,2023-03-18 14:33:20,2303.5,In Progress,2023-03-18 14:33:20
10661,382,2022-06-20 10:13:20,58991.79,In Progress,2022-06-20 10:13:20
10662,143,2022-05-25 23:06:40,106796.92,In Progress,2022-05-25 23:06:40
10663,690,2023-09-04 22:40:00,72207.41,In Progress,2023-09-04 22:40:00
10664,754,2023-03-17 10:46:40,60372.51,In Progress,2023-03-17 10:46:40
10665,44,2022-12-19 17:13:20,78126.56,In Progress,2022-12-19 17:13:20
10666,163,2023-01-25 09:46:40,179896.91,In Progress,2023-01-25 09:46:40
10667,892,2023-03-14 05:00:00,110202.54,In Progress,2023-03-14 05:00:00
10668,535,2022-04-18 22:13:20,11169.48,Completed,2022-04-18 22:13:20
10669,71,2023-02-02 06:40:00,136370.09,Completed,2023-02-02 06:40:00
10670,279,2023-01-18 19:26:40,62145.85,In Progress,2023-01-18 19:26:40
10671,969,2022-11-06 09:33:00,111062.72,Completed,2022-11-06 09:33:00
10672,427,2023-01-03 14:13:00,124744.31,In Progress,2023-01-03 14:13:00
10673,715,2022-09-25 23:53:20,177865.44,In Progress,2022-09-25 23:53:20
10674,648,2023-12-03 22:26:00,31868.03,In Progress,2023-12-03 22:26:00
10675,41,2023-06-03 02:33:00,127863.56,Denied,2023-06-03 02:33:00
10676,506,2023-04-13 12:46:40,76787.94,Completed,2023-04-13 12:46:40
10677,49,2023-04-03 14:26:00,74377.11,Completed,2023-04-03 14:26:00
10678,634,2022-10-16 08:46:40,169969.88,Pending,2022-10-16 08:46:40
10679,635,2022-09-19 20:40:00,124049.78,In Progress,2022-09-19 20:40:00
10680,460,2022-04-05 13:13:00,117087.83,Completed,2022-04-05 13:13:00
10681,887,2022-10-26 07:40:00,103222.17,In Progress,2022-10-26 07:40:00
10682,449,2023-03-30 15:26:40,40117.35,Completed,2023-03-30 15:26:40
10683,804,2023-03-14 07:46:40,44419.36,Completed,2023-03-14 07:46:40
10684,818,2022-06-27 11:40:00,193438.68,Completed,2022-06-27 11:40:00
10685,913,2023-03-29 06:06:40,58798.14,In Progress,2023-03-29 06:06:40
10686,,,0,,
10687,869,2022-05-14 17:40:00,7028.38,Pending,2022-05-14 17:40:00
10688,827,2023-03-17 10:46:40,25498.26,In Progress,2023-03-17 10:46:40
10689,926,2023-09-02 19:13:00,187415.05,In Progress,2023-09-02 19:13:00
10690,880,2022-09-19 01:13:20,115309.76,In Progress,2022-09-19 01:13:20
10691,714,2022-08-28 07:00:00,185322.37,In Progress,2022-08-28 07:00:00
10692,750,2022-11-12 03:40:00,161450.87,In Progress,2022-11-12 03:40:00
10693,101,2023-07-04 20:40:00,87777.35,Completed,2023-07-04 20:40:00
10694,846,2023-04-15 14:46:40,145404.45,In Progress,2023-04-15 14:46:40
10695,464,2022-10-31 09:53:20,112139.64,Completed,2022-10-31 09:53:20
10696,108,2023-02-23 05:26:40,143156.86,Completed,2023-02-23 05:26:40
10697,956,2023-11-04 16:20:00,58179.92,Completed,2023-11-04 16:20:00
10698,810,2022-06-16 11:46:40,73187.5,In Progress,2022-06-16 11:46:40
10699,971,2023-04-16 01:53:20,68138.63,In Progress,2023-04-16 01:53:20
10700,374,2023-03-19 04:26:40,56767.15,In Progress,2023-03-19 04:26:40
10701,62,2023-03-26 00:20:00,21610.59,In Progress,2023-03-26 00:20:00
10702,128,2022-10-18 05:13:20,120051.92,In Progress,2022-10-18 05:13:20
10703,873,2022-11-08 12:13:00,183515.83,In Progress,2022-11-08 12:13:00
10704,113,2022-08-17 15:26:40,27428.82,In Progress,2022-08-17 15:26:40
10705,96,2022-09-12 15:33:00,92315.83,Completed,2022-09-12 15:33:00
10706,855,2022-08-17 01:33:20,114214.62,Completed,2022-08-17 01:33:20
10707,915,2022-11-27 11:53:20,102324.23,Completed,2022-11-27 11:53:20
10708,793,2023-02-22 07:13:20,178773.4,In Progress,2023-02-22 07:13:20
10709,99,2023-09-01 07:40:00,47722.67,In Progress,2023-09-01 07:40:00
10710,,,0,,
10711,67,2023-03-13 17:53:20,182402.19,Completed,2023-03-13 17:53:20
10712,,,0,,
10713,359,2022-11-19 17:46:40,113421.93,In Progress,2022-11-19 17:46:40
10714,875,2022-10-06 19:40:00,154228.95,Completed,2022-10-06 19:40:00
10715,781,2022-08-24 19:40:00,29443.17,In Progress,2022-08-24 19:40:00
10716,786,2022-04-10 05:06:00,59750.68,Completed,2022-04-10 05:06:00
10717,798,2022-05-29 13:13:20,100488.59,Completed,2022-05-29 13:13:20
10718,50,2022-08-15 07:53:20,68753.95,Completed,2022-08-15 07:53:20
10719,278,2022-12-20 23:46:40,143587.33,In Progress,2022-12-20 23:46:40
10720,491,2023-02-26 14:00:00,176476.4,Completed,2023-02-26 14:00:00
